source_id	source_origin	source_path	source_role	source_family	title	version_scope	language	authority_label	aid_classification	classification_evidence	selection_decision	extraction_mode	source_sha256	byte_count	line_count	estimated_tokens	selected_by_job	last_verified_job	notes
SRC-000157	repo	Manuals/Altibase_trunk/eng/Monitoring API Developer's Guide.md	product_source	monitoring_api_snmp	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	41adef12bcf630ead538d9b1c796dc73bfda31a0d8610c900dc4cf4a180fb9ff	92988	2816	23222	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000158	repo	Manuals/Altibase_trunk/eng/ODBC User's Manual.md	product_source	c_cli_odbc_precompiler	ODBC User\'s Manual	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	0e3d60179d74f2a47aaaf29cfbcaae7826a94d440644702eea4ac620b8b8c996	24050	628	5985	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000159	repo	Manuals/Altibase_trunk/eng/Performance Tuning Guide.md	product_source	performance_tuning	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	5b462a7de3b8358b7ee15cda9d5de04006d4683125061c6f54cc5c59c560f13b	243605	6126	60852	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000160	repo	Manuals/Altibase_trunk/eng/Precompiler User's Manual.md	product_source	c_cli_odbc_precompiler	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	d63d2720fbbca4d91ab7d794e2aa86da45b087e9b2b53411a8687b2d6477c3ab	375800	10132	93807	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000161	repo	Manuals/Altibase_trunk/eng/Replication Manual.md	product_source	replication_manual	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	642cb3a3347f0d51b58540fa63793ab3ddbaf3b0de7fdd1d1259943b2585c901	235807	5721	58856	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000162	repo	Manuals/Altibase_trunk/eng/SNMP Agent Guide.md	product_source	monitoring_api_snmp	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	7e7ff5ec45e971209eb198954d4c1ff5e183baec5058712567e26210647aed0b	63065	1809	15742	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000163	repo	Manuals/Altibase_trunk/eng/SQL Reference.md	product_source	sql_reference	SQL Reference	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	46f228038a21c159721198f39132c3f9f61a95592cef2c8473110dd686f112a8	764317	23564	190693	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000164	repo	Manuals/Altibase_trunk/eng/Spatial SQL Reference.md	product_source	spatial_nifi_tableau	Spatial SQL Reference	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	484dcf20d98e4444daf7429d3b193595154043fa93b2c82b74657389b06ab95f	251348	7134	62345	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000165	repo	Manuals/Altibase_trunk/eng/Stored Procedures Manual.md	product_source	stored_external_procedures	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	0f76dcaa9a64c488776f9bd0541075a56d8fc62a2b927b564b3a2cb78d21bf65	471581	15980	117771	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000166	repo	Manuals/Altibase_trunk/eng/Utilities Manual.md	product_source	utilities_datacompj	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	a7a85b69a217a813389c870d5252f2b3c313fc0a021ed6a4f6481bdc9f86ea1b	231417	4477	57722	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000167	repo	Manuals/Altibase_trunk/eng/iLoader User's Manual.md	product_source	isql_iloader	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	1adf3d7e57144cd4a7b1a6bf8c65a0d27e66cabbb334f9abdb22168d2cabc769	112216	2734	27963	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000168	repo	Manuals/Altibase_trunk/eng/iSQL User's Manual.md	product_source	isql_iloader	Trunk	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	bbdc1cf23dc2517350e43906550563669088003403aee2272769122c519a3426	129561	3469	32344	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000169	repo	Manuals/Altibase_trunk/eng/media/StoredProcedure/StoredProcedure1_Eng.md	product_source	stored_external_procedures	About This Manual	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	1479b7b3db15c6195af737ee12abdf49c7f32d6616df67d1cd66671f5ee03fc0	175040	6006	43705	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000170	repo	Manuals/Altibase_trunk/kor/API User's Manual.md	product_source	c_cli_odbc_precompiler	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	6bd28a1121908df0d4b28e010bd4d7d7525046778ac3d3fdf0b77f7c47b46186	166269	4122	29502	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000171	repo	Manuals/Altibase_trunk/kor/Adapter for JDBC User's Manual.md	product_source	jdbc_java	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	f237a23b0589467529c6672fe4e230c53ff8ad8446634f31c83fba51442bc965	60672	1310	10051	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000172	repo	Manuals/Altibase_trunk/kor/Adapter for Oracle User's Manual.md	product_source	migration_oracle	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	1108a228b96e911ea1d5877ed872410c89d0cb83fd94e57eba34155db001213d	65623	1432	10615	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000173	repo	Manuals/Altibase_trunk/kor/Administrator's Manual.md	product_source	administrator_operations	Administrator’s Manual	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	7c0f13b42c5681a75d6abfa2c9772db0e3f4fe5c9c06026132686d30510de358	601404	10518	83710	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000174	repo	Manuals/Altibase_trunk/kor/Altibase C Interface Manual.md	product_source	c_cli_odbc_precompiler	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	26469cf43f9017023b35ef39378146e325b4a16d8bd24eb748c960d2d6d712cb	175675	4342	30990	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000175	repo	Manuals/Altibase_trunk/kor/Altibase SSL TLS User's Guide.md	product_source	security_ssl_tls	Altibase SSL/TLS User's Guide	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	9c561cf51de4c5f3e28fee25ef950ec4c14177797290434c9d46899a7b610b09	49064	1102	8313	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000176	repo	Manuals/Altibase_trunk/kor/CLI User's Manual.md	product_source	c_cli_odbc_precompiler	CLI User's Manual	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	b99f42229b88e7908634b684805de61b5922c5eda717e3ad76bb2c8a094c9c02	528174	11203	103577	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000177	repo	Manuals/Altibase_trunk/kor/DB Link User's Manual.md	product_source	dblink_hadoop_external_connectors	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	9aa3155957f79e21f51a4cb4850fbb4c2b257e97c55746fdfade6ccdb6d80017	131668	3070	22181	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000178	repo	Manuals/Altibase_trunk/kor/Error Message Reference.md	product_source	error_message_reference	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	b3ed8746a473f5779561b14bf1c1796acdd308475d2913aaa214c11c8289d190	761710	22336	190033	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000179	repo	Manuals/Altibase_trunk/kor/External Procedures Manual.md	product_source	stored_external_procedures	C/C++ External Procedures Manual	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	b908d3616f2632df67108d306eeb4e99985771b30d760c93eb5954351a08b7ec	47779	1243	8066	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000180	repo	Manuals/Altibase_trunk/kor/General_Reference-1.Data Types & Altibase Properties.md	product_source	general_reference_1_datatypes_properties	General Reference-1.Data Types & Altibase Properties	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	7e37ccce4256641879eb93cb7e8b62f750d274c8006b8b892696a1372a5c4bbd	403035	16623	64265	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000181	repo	Manuals/Altibase_trunk/kor/General_Reference-2.The Data Dictionary.md	product_source	general_reference_2_dictionary_views	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	28b3c47e7c49cc93344d3b574d320c51e797e47e7f33f6feeeb0dc449c219f10	626879	12957	109420	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000182	repo	Manuals/Altibase_trunk/kor/Getting Started Guide.md	product_source	getting_started_installation	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	455dece2edc342d09decc79eb8a92a798a57f6e8aeb0d805297a4ca4722b7490	92027	2244	14465	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000183	repo	Manuals/Altibase_trunk/kor/Hadoop Connector User's Manual.md	product_source	dblink_hadoop_external_connectors	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	d29b6449edf0c283f8f5003d68f12fa0e41c7dd289b04e254c3f7280223a1f2e	28182	716	4841	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000184	repo	Manuals/Altibase_trunk/kor/Installation Guide.md	product_source	getting_started_installation	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	780b506f28bd3dbaadef1d271fa4f13c4c0da3c818baa068c806cca87e7e4ff6	67325	1730	11308	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000185	repo	Manuals/Altibase_trunk/kor/JDBC User's Manual.md	product_source	jdbc_java	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	1c9fafde790443547be583f88e38252a122b2f1220bbb125f59e7740f3b9eb67	226115	4494	45483	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000186	repo	Manuals/Altibase_trunk/kor/Log Analyzer User's Manual.md	product_source	log_analyzer	Log Analyzer User’s Manual	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	96dbca623c458dadba6b54cce015a8e7516dbb040c4a449906d48dcb043c69f2	152525	6020	31607	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000187	repo	Manuals/Altibase_trunk/kor/Monitoring API Developer's Guide.md	product_source	monitoring_api_snmp	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	4e2dbae8323388e27157d4c140c0dc41507fe02832276236b0902833868cec76	90309	2949	18525	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000188	repo	Manuals/Altibase_trunk/kor/ODBC User's Manual.md	product_source	c_cli_odbc_precompiler	ODBC User\'s Manual	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	bb38ea124f020c2587b9b576953bdd19c309e2c4a7f99465296519bb6080cd84	25335	707	4988	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000189	repo	Manuals/Altibase_trunk/kor/Performance Tuning Guide.md	product_source	performance_tuning	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	9d68f6bd608feec7d449be34f5616cc8a2c823da4881d477cf4e852c4d07d495	266210	6377	44963	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000190	repo	Manuals/Altibase_trunk/kor/Precompiler User's Manual.md	product_source	c_cli_odbc_precompiler	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	b81313a54877c5fc20dacf093450f5954ba15b82c025131aeecac06faf09f6d9	358530	10585	63372	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000191	repo	Manuals/Altibase_trunk/kor/README.md	product_source	source_index	Altibase Trunk Korean manuals	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	546e3074c1bcfab830c358a5fabfb379e0e55419e49d65a235b0eb1201acd6d2	5321	82	1331	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000192	repo	Manuals/Altibase_trunk/kor/Replication Manual.md	product_source	replication_manual	Replication Manual	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	c6f7e85a9a837163cea7f5539746478ee676f753d09638782a64139b5f48dfe2	255012	6063	44540	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000193	repo	Manuals/Altibase_trunk/kor/SNMP Agent Guide.md	product_source	monitoring_api_snmp	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	3f7864399c0314c34b545d81d4a7d7ae278f661f35edd264fc5670884cbf9eee	66234	1958	13250	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000194	repo	Manuals/Altibase_trunk/kor/SQL Reference.md	product_source	sql_reference	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	2b0025fe3e8ae60050a99df030627052ba7ecf9a3c6a1d7a686792a777150c07	868490	27423	154611	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000195	repo	Manuals/Altibase_trunk/kor/Spatial SQL Reference.md	product_source	spatial_nifi_tableau	Spatial SQL Reference	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	14cd10dd6e4bf55f3c721a4ea3dcfb2d69ad7972a843ff136234d2fb4fc7991f	250415	7695	47378	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000196	repo	Manuals/Altibase_trunk/kor/Stored Procedures Manual.md	product_source	stored_external_procedures	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	3b5b2ea2dc6f39e15673bd20c00362298e8fb1dd404ef3c83d834cf2bbd0a94a	492235	17199	92900	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000197	repo	Manuals/Altibase_trunk/kor/Utilities Manual.md	product_source	utilities_datacompj	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	7122c896093fd9f20f1d6057fdc5a71c1f53ba787ec671ceda22081eb8799250	261522	4814	46040	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000198	repo	Manuals/Altibase_trunk/kor/iLoader User's Manual.md	product_source	isql_iloader	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	07fd3488d34b654fb0dd874158eee649ad26997cdd14d4c1fc193f872e8ef6cd	117580	3090	20489	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000199	repo	Manuals/Altibase_trunk/kor/iSQL User's Manual.md	product_source	isql_iloader	Trunk	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	cc0ac0e7726674b913fad011b55cb6e746c06748603902b69d20266e8b6d6b1d	131904	3629	24029	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000200	repo	Manuals/Tools/Altibase_release/eng/Altibase 3rd Party Connector Guide.md	tool_manual	dblink_hadoop_external_connectors	Table of Contents	multi	en	English extraction aid			include_exact	exact_markdown	0d9d33bed565eb0662bafdc49a47e76e54640722ced46d477677d9691a5b84fa	50748	921	12652	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000201	repo	Manuals/Tools/Altibase_release/eng/Altibase Heartbeat User's Guide.md	tool_manual	utilities_datacompj	Release 7.1	multi	en	English extraction aid			include_exact	exact_markdown	a405854c16bd862249a6c17f414bd283c93ae296101c8393621ba1f0e367c79c	28332	692	7048	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000202	repo	Manuals/Tools/Altibase_release/eng/Migration Center User's Manual.md	tool_manual	migration_oracle	Migration Center User's Manual	multi	en	English extraction aid			include_exact	exact_markdown	71908c594f2b77de017a5cbd1eede1c29b2ddb3c13a3556a938334e0028255ec	318011	8343	79329	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000203	repo	Manuals/Tools/Altibase_release/eng/README.md	tool_manual	source_index	Tools - English	multi	en	English extraction aid			include_exact	exact_markdown	07b070528b8cee561b27c308269ac8994390e394d23d190cd4f17ed1e2b3e5d3	1014	14	254	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000204	repo	Manuals/Tools/Altibase_release/eng/Replication Manager User's Manual.md	tool_manual	replication_manager	Release 1.4	multi	en	English extraction aid			include_exact	exact_markdown	12d834884982f2d1b6096efac800b27b3a24d42aa42caabaea3589f4d924bdfb	33192	569	8274	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000205	repo	Manuals/Tools/Altibase_release/eng/altiShapeLoader User's Manual.md	tool_manual	spatial_nifi_tableau	Release 1.0	multi	en	English extraction aid			include_exact	exact_markdown	f8156e1eaf99e171c51edba2d2edeca331cbcd745ef43db55ddff95e01f8a920	53410	958	13329	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000206	repo	Manuals/Tools/Altibase_release/eng/dataCompJ User's Manual.md	tool_manual	utilities_datacompj	Release 7.2	multi	en	English extraction aid			include_exact	exact_markdown	1ebf9ef932f1e37c09cc4929ec5e60aefed3c8af6030b2cfcc173f0fbc5b9fb0	49859	1163	12442	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000207	repo	Manuals/Tools/Altibase_release/kor/Altibase 3rd Party Connector Guide.md	tool_manual	dblink_hadoop_external_connectors	목차	multi	ko	Korean authoritative			include_exact	exact_markdown	49749f86ebdb568213a1fd48485a594cff77c62c3926296b67880844e5ebc7bb	55415	1072	10614	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000208	repo	Manuals/Tools/Altibase_release/kor/Altibase Heartbeat User's Guide.md	tool_manual	utilities_datacompj	Release 7.1	multi	ko	Korean authoritative			include_exact	exact_markdown	8beb2b7fc2ffc7ea8f5a80716b754146689c5f8e306940ffbce4083d07d497b3	31791	846	5011	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000209	repo	Manuals/Tools/Altibase_release/kor/Migration Center User's Manual.md	tool_manual	migration_oracle	Migration Center User's Manual	multi	ko	Korean authoritative			include_exact	exact_markdown	f7034ba20db638abc2149aed6856f31cd2aa816c3f5f5e66383fc6b0321c3b48	336321	8363	63208	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000210	repo	Manuals/Tools/Altibase_release/kor/README.md	tool_manual	source_index	Tools - Korean	multi	ko	Korean authoritative			include_exact	exact_markdown	5c6cadca0585e7269321ba262683eee83ba0962a7f85f98888e966861eef3d0d	1151	13	288	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000211	repo	Manuals/Tools/Altibase_release/kor/Replication Manager User's Manual.md	tool_manual	replication_manager	Release 1.4	multi	ko	Korean authoritative			include_exact	exact_markdown	b7534ee95d4ae27f47103705959fada03f571de3d56798ecc601719c54912760	31434	613	4509	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000212	repo	Manuals/Tools/Altibase_release/kor/altiShapeLoader User's Manual.md	tool_manual	spatial_nifi_tableau	Release 1.0	multi	ko	Korean authoritative			include_exact	exact_markdown	d69e0f84002afe06e25b0caeaa734dd0ce294ad820514f4858a6a768c8c14b19	63524	994	12064	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000213	repo	Manuals/Tools/Altibase_release/kor/dataCompJ User's Manual.md	tool_manual	utilities_datacompj	Release 7.2	multi	ko	Korean authoritative			include_exact	exact_markdown	60c0f32affc023fc95b19f2d2cea62e658e71fee97144053383605fcef2a1e1f	53384	1171	9511	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000214	repo	Manuals/Tools/Altibase_trunk/eng/Altibase 3rd Party Connector Guide.md	tool_manual	dblink_hadoop_external_connectors	Table of Contents	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	2766b6804224b1ece4fd68964841ea66f3f0bcd63f266814353f2258271f6ad1	51841	947	12926	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000215	repo	Manuals/Tools/Altibase_trunk/eng/Altibase Heartbeat User's Guide.md	tool_manual	utilities_datacompj	Release 7.1	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	20d8a0d460577531367d960f4a6cd1413090483890d9511b7d87dcd7f5c161b3	28334	694	7048	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000216	repo	Manuals/Tools/Altibase_trunk/eng/Migration Center User's Manual.md	tool_manual	migration_oracle	Migration Center User's Manual	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	ef7d3b0941fb04858b810044b63420b3ed26fbc60b4a6bbdba3fec657af51a75	318093	8345	79350	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000217	repo	Manuals/Tools/Altibase_trunk/eng/README.md	tool_manual	source_index	Tools - English	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	144bc866bf69fb6c8b73f01301ac02f6d87044c6f1a626f260c8ef8756754cc1	1001	13	251	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000218	repo	Manuals/Tools/Altibase_trunk/eng/Replication Manager User's Manual.md	tool_manual	replication_manager	Release 1.5	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	7b99a839eeaf5b5f63d605b6fb0004c8acd096efa97338ed0d28b3a1a58279c1	33031	575	8233	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000219	repo	Manuals/Tools/Altibase_trunk/eng/altiShapeLoader User's Manual.md	tool_manual	spatial_nifi_tableau	Release 1.0	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	1dc527d1b29c61c730216c803f5bd8d71b2bf0f263f213df0f44eadad8eb635b	54001	957	13477	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000220	repo	Manuals/Tools/Altibase_trunk/eng/dataCompJ User's Manual.md	tool_manual	utilities_datacompj	Release 7.2	8.1_verified	en	English extraction aid; Altibase 8.1 verified source			include_exact	exact_markdown	2db7dee4d8722ce5cd91a8dfd02318bdb0f10fd6bfa9ce00cf8245116f349b08	49861	1165	12443	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000221	repo	Manuals/Tools/Altibase_trunk/kor/Altibase 3rd Party Connector Guide.md	tool_manual	dblink_hadoop_external_connectors	목차	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	8f24fc16ce632c502e3a1d3cd3c432c97b96c564e2f7b900488428778f7c03be	56648	1101	10861	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000222	repo	Manuals/Tools/Altibase_trunk/kor/Altibase Heartbeat User's Guide.md	tool_manual	utilities_datacompj	Release 7.1	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	92952fabc102408401feb73d1f032f78afaa6a1f9607316d4d0908440a7fc2ae	31811	850	5016	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000223	repo	Manuals/Tools/Altibase_trunk/kor/Migration Center User's Manual.md	tool_manual	migration_oracle	Migration Center User's Manual	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	b5c6bfb0f3e510bdbefc48853d9791fe40cfa0e5063e54eb592a62e11ef2f8c1	336403	8365	63229	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000224	repo	Manuals/Tools/Altibase_trunk/kor/README.md	tool_manual	source_index	Tools - Korean	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	05edded578330baed7de098e300d2f694942e5eb4f4fb347223a304a798dff8d	1000	13	250	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000225	repo	Manuals/Tools/Altibase_trunk/kor/Replication Manager User's Manual.md	tool_manual	replication_manager	Release 1.5	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	5e584a9ff74b7ca6c0a3e702972c3a33e0dffc99a6f5ed8e62ac0a526d08f018	31434	573	4493	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000226	repo	Manuals/Tools/Altibase_trunk/kor/altiShapeLoader User's Manual.md	tool_manual	spatial_nifi_tableau	Release 1.0	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	cbb7a05c68a7084fb65b9af287f93370849f7b59d1b9f56d4888a4232e65aac4	60108	992	11154	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000227	repo	Manuals/Tools/Altibase_trunk/kor/dataCompJ User's Manual.md	tool_manual	utilities_datacompj	Release 7.2	8.1_verified	ko	Korean authoritative; Altibase 8.1 verified source			include_exact	exact_markdown	c520527c7fb7f9d83411b059eb6b42e43cc844eda6316c9867ce255132d1cbd7	53442	1174	9531	S1-J002	S1-J002	Selected repository-local Markdown source from Manuals.
SRC-000228	repo	PatchNotes/Altibase_7.1/Altibase_7_1_Version_Histories.md	patch_note	patch_notes	Altibase 7.1 Version Histories	7.1	mixed	Repository source evidence			include_exact	exact_markdown	6006d495e2cd66502a1a11565ff4714774ed9d1097398e17e904544d930ea3c5	7378	27	1845	S1-J002	S1-J002	Selected repository-local Markdown source from PatchNotes.
SRC-000229	repo	PatchNotes/Altibase_7.1/README.md	patch_note	patch_notes	Altibase 7.1 Patch Notes - Korean	7.1	mixed	Repository source evidence			include_exact	exact_markdown	b38326d170dbe3bde84313860d19808065d86e712aa7bac44df2fe746aec92e2	28000	194	7000	S1-J002	S1-J002	Selected repository-local Markdown source from PatchNotes.
SRC-000230	repo	PatchNotes/Altibase_7.1/README_sample.md	patch_note	patch_notes	Altibase 7.1 Patch Notes - Korean	7.1	mixed	Repository source evidence			include_exact	exact_markdown	1aee1a6fd6f33095ef5d175f8cd95b603abb556c4e0ac451fed21d481ea947ce	32346	241	8081	S1-J002	S1-J002	Selected repository-local Markdown source from PatchNotes.
SRC-000231	repo	PatchNotes/Altibase_7.1/eng/Altibase_7_1_0_10_0_Patch_Notes.md	patch_note	patch_notes	Altibase 7.1.0.10.0 Patch Notes	7.1.0.10.0	en	English extraction aid			include_exact	exact_markdown	fbe55db1d8b6eaaf6116be295501490e2dc011ff169f645d3cfe6e3cf7703453	28158	872	7025	S1-J002	S1-J002	Selected repository-local Markdown source from PatchNotes.
