source_id	shard_id	shard_path	block_id	order_in_shard	source_start_line	source_end_line	source_sha256	extracted_body_sha256	block_byte_count	block_line_count	block_estimated_tokens	shard_estimated_tokens	upload_intended	validation_status	notes
AID-SRC-000431	SHARD-003	GPTs/source_pack/source_pack_shard_003.md	BLOCK-000441	9	1	5578	a10ef04b2d38588871f80e8d1a4814aaf24237fbd2b7c25157e892c1a8a94f10	a10ef04b2d38588871f80e8d1a4814aaf24237fbd2b7c25157e892c1a8a94f10	292984	5578	73232	671448	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000432	SHARD-003	GPTs/source_pack/source_pack_shard_003.md	BLOCK-000442	10	1	817	b40608460d0e088f48e652391922a4659ec40481c3d74311232761b6074afa4b	b40608460d0e088f48e652391922a4659ec40481c3d74311232761b6074afa4b	89529	817	22363	671448	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000433	SHARD-003	GPTs/source_pack/source_pack_shard_003.md	BLOCK-000443	11	1	1109	fa96985c5763820cfbd905a30a35f5aaad31c0f966deee062186788b212f713c	fa96985c5763820cfbd905a30a35f5aaad31c0f966deee062186788b212f713c	63649	1109	15903	671448	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000434	SHARD-003	GPTs/source_pack/source_pack_shard_003.md	BLOCK-000444	12	1	1622	4d7b3411d03710b03fa2b9de9ceb663e6929dc00d4ca2112bb36d6d25fad4f45	4d7b3411d03710b03fa2b9de9ceb663e6929dc00d4ca2112bb36d6d25fad4f45	91369	1622	22826	671448	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000435	SHARD-003	GPTs/source_pack/source_pack_shard_003.md	BLOCK-000445	13	1	969	bec1f9322b3d07916c050b53090dc6349396375964ad405c75c72a4ab9526060	bec1f9322b3d07916c050b53090dc6349396375964ad405c75c72a4ab9526060	53218	969	13298	671448	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000436	SHARD-003	GPTs/source_pack/source_pack_shard_003.md	BLOCK-000446	14	1	721	42cc71186d5219d9744e48a88d4ccff57a000914c07673707ae29e9d6d529dcf	42cc71186d5219d9744e48a88d4ccff57a000914c07673707ae29e9d6d529dcf	41144	721	10269	671448	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000437	SHARD-003	GPTs/source_pack/source_pack_shard_003.md	BLOCK-000447	15	1	330	d96a7f73f3ef949aa2e5150a8e03dc0d8c48a06c381284684a28279704f6c94e	d96a7f73f3ef949aa2e5150a8e03dc0d8c48a06c381284684a28279704f6c94e	36246	330	9001	671448	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000425	SHARD-003	GPTs/source_pack/source_pack_shard_003.md	BLOCK-000448	16	1	261	781c22229c377f815d8dbbfb07e4bbd8392e51f929c5c637998e3e9d9ce50e6a	781c22229c377f815d8dbbfb07e4bbd8392e51f929c5c637998e3e9d9ce50e6a	14217	261	3555	671448	no	pass	Exact source bytes copied into the source-pack shard body.
AID-000019	SHARD-003	GPTs/source_pack/source_pack_shard_003.md	BLOCK-000449	17	1	83	8dfbf1277e98bd2f8fdb2fa2f74c7ac644d970763473068c3ee285bb124e1adb	8dfbf1277e98bd2f8fdb2fa2f74c7ac644d970763473068c3ee285bb124e1adb	5099	83	1275	671448	no	pass	Exact source bytes copied into the source-pack shard body.
AID-000018	SHARD-003	GPTs/source_pack/source_pack_shard_003.md	BLOCK-000450	18	1	141	e58c7604899832e10088927f0447d4f78c104b144d866186d1aab67e26bccd89	e58c7604899832e10088927f0447d4f78c104b144d866186d1aab67e26bccd89	8039	141	2010	671448	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000423	SHARD-003	GPTs/source_pack/source_pack_shard_003.md	BLOCK-000451	19	1	164	4a49e562415574c3e215c0350e26082549747b6fb3c9263b67a57d866bcab024	4a49e562415574c3e215c0350e26082549747b6fb3c9263b67a57d866bcab024	9949	164	2488	671448	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000438	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000452	1	1	17220	ef985c718bccd5e8bea02e2a8ca240bd33f8f33f3d1be7f549062931ff957530	ef985c718bccd5e8bea02e2a8ca240bd33f8f33f3d1be7f549062931ff957530	1030415	17220	257363	865693	no	pass	Exact source bytes copied into the source-pack shard body.
AID-SRC-000424	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000453	2	1	145	c0467a7c4b385825ec16ced6b72e7334c6b66ee55022bbffd10e07bef5a63d11	c0467a7c4b385825ec16ced6b72e7334c6b66ee55022bbffd10e07bef5a63d11	9020	145	2255	865693	no	pass	Exact source bytes copied into the source-pack shard body.
AID-000009	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000454	3	1	5324	4a0e4451dac7b1adc7d8f232dc2595c50910c4b19f14ecae99fec0d18fa8719b	4a0e4451dac7b1adc7d8f232dc2595c50910c4b19f14ecae99fec0d18fa8719b	239671	5324	58284	865693	no	pass	Exact source bytes copied into the source-pack shard body.
AID-000011	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000455	4	1	410	6b253486035b1c2dd09be0ec0f3d9db5283f4c2e11bd36bb722cfba45077aac7	6b253486035b1c2dd09be0ec0f3d9db5283f4c2e11bd36bb722cfba45077aac7	43899	410	7040	865693	no	pass	Exact source bytes copied into the source-pack shard body.
AID-000012	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000456	5	1	1487	ed7be11f2c77cbe98de4a9d7b18c860b67b6001d744ba875c10683632ec5ec4b	ed7be11f2c77cbe98de4a9d7b18c860b67b6001d744ba875c10683632ec5ec4b	122304	1487	29676	865693	no	pass	Exact source bytes copied into the source-pack shard body.
AID-000010	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000457	6	1	261	83f3d43a9a908275500edffcf60a5b7bf66790adc528639649f12b9bb6d920a2	83f3d43a9a908275500edffcf60a5b7bf66790adc528639649f12b9bb6d920a2	13625	261	3396	865693	no	pass	Exact source bytes copied into the source-pack shard body.
AID-000017	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000458	7	1	110	d0fbf9b7b37f4f2a07610ac1ab0233d1fa3864140350b9f76ec71497b21a16d0	d0fbf9b7b37f4f2a07610ac1ab0233d1fa3864140350b9f76ec71497b21a16d0	6023	110	1506	865693	no	pass	Exact source bytes copied into the source-pack shard body.
AID-000013	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000459	8	1	242	3c3ab7d2166f34f66914df3b63a0255a3ad17f75bec61872fa0df2009a5cf743	3c3ab7d2166f34f66914df3b63a0255a3ad17f75bec61872fa0df2009a5cf743	120999	242	29457	865693	no	pass	Exact source bytes copied into the source-pack shard body.
AID-000015	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000460	9	1	22	1f4ef4051fcd9cd9f3551c5012617516e5680c4e21b9340cb4ffc6bf31b096d3	1f4ef4051fcd9cd9f3551c5012617516e5680c4e21b9340cb4ffc6bf31b096d3	8519	22	2044	865693	no	pass	Exact source bytes copied into the source-pack shard body.
AID-000014	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000461	10	1	151	e7714d62877908cd8d9df89e164b6a79c139aa993ece93e288a1f406091f5502	e7714d62877908cd8d9df89e164b6a79c139aa993ece93e288a1f406091f5502	8314	151	2079	865693	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000015	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000462	11	1	4482	a3c3a9379730827a355045538061a8fd71e089cd2536b6a6017a496f6f68fb8d	a3c3a9379730827a355045538061a8fd71e089cd2536b6a6017a496f6f68fb8d	175109	4482	43707	865693	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000019	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000463	12	1	3820	59b9794bb2e112f05e84a2065865a0196ad21351a58f5bd96ee1accfd310342f	59b9794bb2e112f05e84a2065865a0196ad21351a58f5bd96ee1accfd310342f	157844	3820	39432	865693	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000021	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000464	13	1	10213	a086bfdc28d3a7580fc1d67600dfcb51f4201f8876b555237b9381cdc02bc700	a086bfdc28d3a7580fc1d67600dfcb51f4201f8876b555237b9381cdc02bc700	430327	10213	107282	865693	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000034	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000465	14	1	631	bd4fdd1acffd01f515b621df917e69fe5fcb34ddffca47be8c3d137166f03a67	bd4fdd1acffd01f515b621df917e69fe5fcb34ddffca47be8c3d137166f03a67	24097	631	5997	865693	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000036	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000466	15	1	10203	0b6c48f54af79594b576d15dd4fa37da18c211650338d797ee0df2854585be0d	0b6c48f54af79594b576d15dd4fa37da18c211650338d797ee0df2854585be0d	378854	10203	94573	865693	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000046	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000467	16	1	4784	8bcb2351404b8b2a77951ac8f785b511230ba68851b670fc8e2fdd79be7e9b1a	8bcb2351404b8b2a77951ac8f785b511230ba68851b670fc8e2fdd79be7e9b1a	186952	4784	34005	865693	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000050	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000468	17	1	4355	a232548525fe2dd87ed98378d09eb1c8930af587677b681c20ad8f1e027f7f9f	a232548525fe2dd87ed98378d09eb1c8930af587677b681c20ad8f1e027f7f9f	175733	4355	31004	865693	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000052	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000469	18	1	11140	5b3db937c6a43c96fb4e2a068cd14d05a65405d61b29a702e5f5a90526a65c36	5b3db937c6a43c96fb4e2a068cd14d05a65405d61b29a702e5f5a90526a65c36	542151	11140	107151	865693	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000065	SHARD-004	GPTs/source_pack/source_pack_shard_004.md	BLOCK-000470	19	1	701	83332fc494d1f9f56a2095976d39725f129c5c7ea69df1fd48ade6bccf1ca6fe	83332fc494d1f9f56a2095976d39725f129c5c7ea69df1fd48ade6bccf1ca6fe	25117	701	4934	865693	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000068	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000471	1	1	10518	8d4231614d946300a9ecd3ffebf9a598f77ae22cba902923bba11c711a6bdcfc	8d4231614d946300a9ecd3ffebf9a598f77ae22cba902923bba11c711a6bdcfc	356305	10518	63045	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000079	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000472	2	1	3853	3064719f8a35b110a40db96a7cf32db782d132b280d144cca0bc8eeb4b37b606	3064719f8a35b110a40db96a7cf32db782d132b280d144cca0bc8eeb4b37b606	155648	3853	38842	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000083	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000473	3	1	3812	c17c6460eb6c7c6bb9d9301f94da7cda28a8b8a409e6ba16d135e1e2938cb3c8	c17c6460eb6c7c6bb9d9301f94da7cda28a8b8a409e6ba16d135e1e2938cb3c8	158053	3812	39483	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000085	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000474	4	1	10207	8a5c302c8a092621a323c82e3822f1c8cdb23a6247a1a9c005dfb75e8e35bc05	8a5c302c8a092621a323c82e3822f1c8cdb23a6247a1a9c005dfb75e8e35bc05	429501	10207	107078	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000097	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000475	5	1	628	661600fbfaa84f953594a03bad326b688acf77a0bd844d5eecb982c2dc9b88ea	661600fbfaa84f953594a03bad326b688acf77a0bd844d5eecb982c2dc9b88ea	24063	628	5989	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000099	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000476	6	1	10131	6f287b80655334bd6c49ebf8877966d95262695568f366a15283b2bffe6fffb9	6f287b80655334bd6c49ebf8877966d95262695568f366a15283b2bffe6fffb9	375808	10131	93809	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000110	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000477	7	1	4131	5d4f8bcbd8a224cdc710cc5b9cad6eba5cec6986be172de4cb672e0466233fd9	5d4f8bcbd8a224cdc710cc5b9cad6eba5cec6986be172de4cb672e0466233fd9	166298	4131	29510	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000114	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000478	8	1	4343	cf0d0f26209b004ef21aff6b98f567acb480d88a5ce1ddf2ace067cf22c4ad33	cf0d0f26209b004ef21aff6b98f567acb480d88a5ce1ddf2ace067cf22c4ad33	175689	4343	30993	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000116	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000479	9	1	11152	04345e632d41474f7db266f557f72f9d2e294858a5c3275ba8796880929f39a3	04345e632d41474f7db266f557f72f9d2e294858a5c3275ba8796880929f39a3	526556	11152	103271	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000128	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000480	10	1	708	931d424b06cc7c8b1c68ef34efaa28d59cc842232158284d0bcbbef57cac2a34	931d424b06cc7c8b1c68ef34efaa28d59cc842232158284d0bcbbef57cac2a34	25349	708	4992	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000130	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000481	11	1	10589	d551a477cdb192c0f224713d091c3fed36d0dd1fe14b9e74c166f43ce2345a2b	d551a477cdb192c0f224713d091c3fed36d0dd1fe14b9e74c166f43ce2345a2b	358632	10589	63401	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000140	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000482	12	1	3850	326920150201e0189ffd6f14b30293b236bbde3300f0ca7b62ecd81de9546f38	326920150201e0189ffd6f14b30293b236bbde3300f0ca7b62ecd81de9546f38	155653	3850	38843	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000144	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000483	13	1	3812	874bc2ca75149561f7c90af5d3070223505f862b2ef5c316abbb58b90caa62d5	874bc2ca75149561f7c90af5d3070223505f862b2ef5c316abbb58b90caa62d5	158039	3812	39480	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000146	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000484	14	1	10206	809cb30368127ad08e4a4373be508c672c3bd8154b2e52fb35d510636847b534	809cb30368127ad08e4a4373be508c672c3bd8154b2e52fb35d510636847b534	430290	10206	107274	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000158	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000485	15	1	628	0e3d60179d74f2a47aaaf29cfbcaae7826a94d440644702eea4ac620b8b8c996	0e3d60179d74f2a47aaaf29cfbcaae7826a94d440644702eea4ac620b8b8c996	24050	628	5985	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000160	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000486	16	1	10132	d63d2720fbbca4d91ab7d794e2aa86da45b087e9b2b53411a8687b2d6477c3ab	d63d2720fbbca4d91ab7d794e2aa86da45b087e9b2b53411a8687b2d6477c3ab	375800	10132	93807	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000170	SHARD-005	GPTs/source_pack/source_pack_shard_005.md	BLOCK-000487	17	1	4122	6bd28a1121908df0d4b28e010bd4d7d7525046778ac3d3fdf0b77f7c47b46186	6bd28a1121908df0d4b28e010bd4d7d7525046778ac3d3fdf0b77f7c47b46186	166269	4122	29502	899447	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000174	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000488	1	1	4342	26469cf43f9017023b35ef39378146e325b4a16d8bd24eb748c960d2d6d712cb	26469cf43f9017023b35ef39378146e325b4a16d8bd24eb748c960d2d6d712cb	175675	4342	30990	817759	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000176	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000489	2	1	11203	b99f42229b88e7908634b684805de61b5922c5eda717e3ad76bb2c8a094c9c02	b99f42229b88e7908634b684805de61b5922c5eda717e3ad76bb2c8a094c9c02	528174	11203	103577	817759	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000188	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000490	3	1	707	bb38ea124f020c2587b9b576953bdd19c309e2c4a7f99465296519bb6080cd84	bb38ea124f020c2587b9b576953bdd19c309e2c4a7f99465296519bb6080cd84	25335	707	4988	817759	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000190	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000491	4	1	10585	b81313a54877c5fc20dacf093450f5954ba15b82c025131aeecac06faf09f6d9	b81313a54877c5fc20dacf093450f5954ba15b82c025131aeecac06faf09f6d9	358530	10585	63372	817759	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000022	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000492	5	1	2696	bf4a695e8f151a761f1231ee4bb5db85f2e3a8d7cd0bac140f48d6b7fd2f10f9	349ff6db30eaae9fc09f5b28b0089713a0a9d29b024da734da758c538dad1fdd	111976	2731	27954	817759	no	pass	Source bytes copied into the source-pack shard body with 4 image-recovery sidecar conversion(s) inserted after the matching image reference.
SRC-000028	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000493	6	1	607	1f985f68b34252df7cd3908e0187ec8a68b928bcab6050f16790e38ced8e5d04	1f985f68b34252df7cd3908e0187ec8a68b928bcab6050f16790e38ced8e5d04	23978	607	5961	817759	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000053	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000494	7	1	3070	6a076dda45148bce0b720d175807ca78cb603345a217db2275c4f6912433910a	86d5aff1090404a322b9ab8b9a792129822a9b00e4094ee18de217a4fa2026c2	132767	3105	22514	817759	no	pass	Source bytes copied into the source-pack shard body with 4 image-recovery sidecar conversion(s) inserted after the matching image reference.
SRC-000059	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000495	8	1	711	17187ee29f859f188907648282f0125d8c482018478625524bb76bd7e11f3dc4	17187ee29f859f188907648282f0125d8c482018478625524bb76bd7e11f3dc4	27965	711	4786	817759	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000086	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000496	9	1	2698	5622135ef46b6bff10cd0dd9084734256a9c1cfff992e83fa51edd4322b5864a	dec29af7049a3cd7221905eec87cbfde263f4e43552d49f6e9c9ea2e37b30623	112046	2733	27971	817759	no	pass	Source bytes copied into the source-pack shard body with 4 image-recovery sidecar conversion(s) inserted after the matching image reference.
SRC-000092	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000497	10	1	608	e2af7b1db8e793ad5dba33dac2dbc2a5db0e68d6f8780fa7f705b747ea71505d	e2af7b1db8e793ad5dba33dac2dbc2a5db0e68d6f8780fa7f705b747ea71505d	23985	608	5963	817759	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000117	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000498	11	1	3062	abd9dcf90cebc57a0a44e22b2fed5b5fe43a6a8f3f82c38df9b2c18514e72dff	1ba5cf8c8d5742fca0a9f600ba4f77c301f2a3d2503b735466e109a65a590596	132754	3097	22514	817759	no	pass	Source bytes copied into the source-pack shard body with 4 image-recovery sidecar conversion(s) inserted after the matching image reference.
SRC-000123	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000499	12	1	717	b27f51a864754e52cde1dcff76cc5f0198ab2ef01c52b33c936f4b6608a708b8	b27f51a864754e52cde1dcff76cc5f0198ab2ef01c52b33c936f4b6608a708b8	28196	717	4844	817759	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000147	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000500	13	1	2705	6ec8be360cb311d372d57cbefc7ac103875aac9583016f8c541de8dec1cdc038	db58d130b72c26a3f41755b5bfe492a989a236aed10b647867f72d8ecd4e1d51	112577	2741	28104	817759	no	pass	Source bytes copied into the source-pack shard body with 4 image-recovery sidecar conversion(s) inserted after the matching image reference.
SRC-000153	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000501	14	1	607	49ca6a4c3da811b0a619105d87e0bc727eca07755be602db0b4c5b5075fcd2e8	49ca6a4c3da811b0a619105d87e0bc727eca07755be602db0b4c5b5075fcd2e8	23971	607	5959	817759	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000177	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000502	15	1	3070	9aa3155957f79e21f51a4cb4850fbb4c2b257e97c55746fdfade6ccdb6d80017	ae51601ed68ceca5a650f3d036e45e4898af347fce77850327b758964ddee587	133249	3106	22576	817759	no	pass	Source bytes copied into the source-pack shard body with 4 image-recovery sidecar conversion(s) inserted after the matching image reference.
SRC-000183	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000503	16	1	716	d29b6449edf0c283f8f5003d68f12fa0e41c7dd289b04e254c3f7280223a1f2e	d29b6449edf0c283f8f5003d68f12fa0e41c7dd289b04e254c3f7280223a1f2e	28182	716	4841	817759	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000214	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000504	17	1	947	2766b6804224b1ece4fd68964841ea66f3f0bcd63f266814353f2258271f6ad1	2766b6804224b1ece4fd68964841ea66f3f0bcd63f266814353f2258271f6ad1	51841	947	12926	817759	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000221	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000505	18	1	1101	8f24fc16ce632c502e3a1d3cd3c432c97b96c564e2f7b900488428778f7c03be	8f24fc16ce632c502e3a1d3cd3c432c97b96c564e2f7b900488428778f7c03be	56648	1101	10861	817759	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000200	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000506	19	1	921	0d9d33bed565eb0662bafdc49a47e76e54640722ced46d477677d9691a5b84fa	0d9d33bed565eb0662bafdc49a47e76e54640722ced46d477677d9691a5b84fa	50748	921	12652	817759	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000207	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000507	20	1	1072	49749f86ebdb568213a1fd48485a594cff77c62c3926296b67880844e5ebc7bb	49749f86ebdb568213a1fd48485a594cff77c62c3926296b67880844e5ebc7bb	55415	1072	10614	817759	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000023	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000508	21	1	21071	5ecada039287eb6e6cd0742e28b9900b0cd6e98177687ee384b3e9ad38a2255e	5ecada039287eb6e6cd0742e28b9900b0cd6e98177687ee384b3e9ad38a2255e	754363	21071	188460	817759	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000054	SHARD-006	GPTs/source_pack/source_pack_shard_006.md	BLOCK-000509	22	1	21375	ecda6768fb0cf4d0773af3e22e8b8f3fda06c46856de6c1ddfd801a58c3e1634	ecda6768fb0cf4d0773af3e22e8b8f3fda06c46856de6c1ddfd801a58c3e1634	760861	21375	189824	817759	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000087	SHARD-007	GPTs/source_pack/source_pack_shard_007.md	BLOCK-000510	1	1	18190	36922725a97d66a1660eac1e405b764a03132cb37575c0dd76d9c5d391d7f574	36922725a97d66a1660eac1e405b764a03132cb37575c0dd76d9c5d391d7f574	760319	18190	189946	854729	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000118	SHARD-007	GPTs/source_pack/source_pack_shard_007.md	BLOCK-000511	2	1	22235	892d73bb719b23964cb5d7fd74b3a9a52eb6350819fa33d58913d622a30f79c0	892d73bb719b23964cb5d7fd74b3a9a52eb6350819fa33d58913d622a30f79c0	757808	22235	189057	854729	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000148	SHARD-007	GPTs/source_pack/source_pack_shard_007.md	BLOCK-000512	3	1	23088	6c6f3204d8bd6410178d1a8a1d11a3ad33b364030a1a50c496e027dd7a89ef38	6c6f3204d8bd6410178d1a8a1d11a3ad33b364030a1a50c496e027dd7a89ef38	781219	23088	195171	854729	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000178	SHARD-007	GPTs/source_pack/source_pack_shard_007.md	BLOCK-000513	4	1	22336	b3ed8746a473f5779561b14bf1c1796acdd308475d2913aaa214c11c8289d190	b3ed8746a473f5779561b14bf1c1796acdd308475d2913aaa214c11c8289d190	761710	22336	190033	854729	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000025	SHARD-007	GPTs/source_pack/source_pack_shard_007.md	BLOCK-000514	5	1	15313	b93fe0fb4a6786f6d333769db67aaedb4033881e479d9f4282e77e4af0ba38a5	b93fe0fb4a6786f6d333769db67aaedb4033881e479d9f4282e77e4af0ba38a5	357460	15313	89238	854729	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000056	SHARD-008	GPTs/source_pack/source_pack_shard_008.md	BLOCK-000515	1	1	15737	4b5a19d1f8c99b370289e87e05fd350fd83681a9a2bf8e7ff7d89c6bfe8f5987	4b5a19d1f8c99b370289e87e05fd350fd83681a9a2bf8e7ff7d89c6bfe8f5987	381882	15737	60737	882724	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000089	SHARD-008	GPTs/source_pack/source_pack_shard_008.md	BLOCK-000516	2	1	15435	c934f06cdc9e5cdffb810e43fd4b2fc12793bcca2d8bea3a822c52d131b7dcd6	c934f06cdc9e5cdffb810e43fd4b2fc12793bcca2d8bea3a822c52d131b7dcd6	358955	15435	89614	882724	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000120	SHARD-008	GPTs/source_pack/source_pack_shard_008.md	BLOCK-000517	3	1	16290	cf598fe7c7974248530e9d0c35b134047fcf291118132a80fb7aadda661accb7	cf598fe7c7974248530e9d0c35b134047fcf291118132a80fb7aadda661accb7	391271	16290	62184	882724	no	pass	Exact source bytes copied into the source-pack shard body.
SRC-000150	SHARD-008	GPTs/source_pack/source_pack_shard_008.md	BLOCK-000518	4	1	15462	201de7c40b2111c14a4ec6c1b480d30ebd22419c445f8c40304aeefff1872fef	201de7c40b2111c14a4ec6c1b480d30ebd22419c445f8c40304aeefff1872fef	359502	15462	89751	882724	no	pass	Exact source bytes copied into the source-pack shard body.
