ref_id	class	verdict	detail
img-06951	C	match	aexport: re-audited against the AEXPORT railroad diagram. All 16 options present and correct; the option group is wrapped in '{ ... }', which in this sidecar's BNF dialect denotes the diagram's repetition loop. Supersedes a prior false-positive material finding that misquoted the wrapper as optional '[ ... ]'.
img-02081	C	match	shard_keyword_clause: conversion captures the recursive [shard_keyword_clause], the {select|insert|update|delete}_clause choice, and the FROM {table_reference|shard_keyword_clause|'('select_clause')'} branch with its comma-repeat and ';'. All clauses and tokens present and the two-alternative structure is coherent; no discrepancy identified.
img-00926	C	match	Point_text_clause: '(' Point_clause ')' - matches.
img-02117	C	match	Point_text_clause: '(' Point_clause ')' - matches.
img-03242	C	match	Point_text_clause: '(' Point_clause ')' - matches.
img-04446	C	match	Point_text_clause: '(' Point_clause ')' - matches.
img-05573	C	match	Point_text_clause: '(' Point_clause ')' - matches.
img-06802	C	match	Point_text_clause: '(' Point_clause ')' - matches.
img-01087	C	match	altiaudit: altiAudit [ -s ] audit_log_file_name - optional -s matches.
img-02280	C	match	altiaudit: altiAudit [ -s ] audit_log_file_name - optional -s matches.
img-03403	C	match	altiaudit: altiAudit [ -s ] audit_log_file_name - optional -s matches.
img-04610	C	match	altiaudit: altiAudit [ -s ] audit_log_file_name - optional -s matches.
img-05734	C	match	altiaudit: altiAudit [ -s ] audit_log_file_name - optional -s matches.
img-06966	C	match	altiaudit: altiAudit [ -s ] audit_log_file_name - optional -s matches.
img-00927	C	match	Point_tagged_text_clause: POINT Point_text_clause - matches.
img-02118	C	match	Point_tagged_text_clause: POINT Point_text_clause - matches.
img-03243	C	match	Point_tagged_text_clause: POINT Point_text_clause - matches.
img-04447	C	match	Point_tagged_text_clause: POINT Point_text_clause - matches.
img-05574	C	match	Point_tagged_text_clause: POINT Point_text_clause - matches.
img-06803	C	match	Point_tagged_text_clause: POINT Point_text_clause - matches.
img-01088	C	match	altibase: altibase { -v | -n } - matches.
img-02281	C	match	altibase: altibase { -v | -n } - matches.
img-03404	C	match	altibase: altibase { -v | -n } - matches.
img-04611	C	match	altibase: altibase { -v | -n } - matches.
img-05735	C	match	altibase: altibase { -v | -n } - matches.
img-06967	C	match	altibase: altibase { -v | -n } - matches.
img-00928	C	match	Multipoint_tagged_text_clause: MULTIPOINT { '(' Point_text_clause ')' { ',' '(' Point_text_clause ')' } } - comma-separated list matches diagram.
img-02119	C	match	Multipoint_tagged_text_clause: MULTIPOINT { '(' Point_text_clause ')' { ',' '(' Point_text_clause ')' } } - comma-separated list matches diagram.
img-03244	C	match	Multipoint_tagged_text_clause: MULTIPOINT { '(' Point_text_clause ')' { ',' '(' Point_text_clause ')' } } - comma-separated list matches diagram.
img-04448	C	match	Multipoint_tagged_text_clause: MULTIPOINT { '(' Point_text_clause ')' { ',' '(' Point_text_clause ')' } } - comma-separated list matches diagram.
img-05575	C	match	Multipoint_tagged_text_clause: MULTIPOINT { '(' Point_text_clause ')' { ',' '(' Point_text_clause ')' } } - comma-separated list matches diagram.
img-06804	C	match	Multipoint_tagged_text_clause: MULTIPOINT { '(' Point_text_clause ')' { ',' '(' Point_text_clause ')' } } - comma-separated list matches diagram.
img-01089	C	minor	altimon: altimon.sh { start | stop } - the start/stop choice content is correct. The diagram appears to draw the choice with a skip/bypass lane (optional) over start/stop; the conversion uses '{ start | stop }'. In this sidecar's BNF dialect '{}' is used both for mandatory grouping and for zero-or-more, so the optional case is arguably covered; bracket-type/optional-marker imprecision only, both subcommand tokens correct.
img-02278	C	minor	altimon: altimon.sh { start | stop } - the start/stop choice content is correct. The diagram appears to draw the choice with a skip/bypass lane (optional) over start/stop; the conversion uses '{ start | stop }'. In this sidecar's BNF dialect '{}' is used both for mandatory grouping and for zero-or-more, so the optional case is arguably covered; bracket-type/optional-marker imprecision only, both subcommand tokens correct.
img-03405	C	minor	altimon: altimon.sh { start | stop } - the start/stop choice content is correct. The diagram appears to draw the choice with a skip/bypass lane (optional) over start/stop; the conversion uses '{ start | stop }'. In this sidecar's BNF dialect '{}' is used both for mandatory grouping and for zero-or-more, so the optional case is arguably covered; bracket-type/optional-marker imprecision only, both subcommand tokens correct.
img-04608	C	minor	altimon: altimon.sh { start | stop } - the start/stop choice content is correct. The diagram appears to draw the choice with a skip/bypass lane (optional) over start/stop; the conversion uses '{ start | stop }'. In this sidecar's BNF dialect '{}' is used both for mandatory grouping and for zero-or-more, so the optional case is arguably covered; bracket-type/optional-marker imprecision only, both subcommand tokens correct.
img-05736	C	minor	altimon: altimon.sh { start | stop } - the start/stop choice content is correct. The diagram appears to draw the choice with a skip/bypass lane (optional) over start/stop; the conversion uses '{ start | stop }'. In this sidecar's BNF dialect '{}' is used both for mandatory grouping and for zero-or-more, so the optional case is arguably covered; bracket-type/optional-marker imprecision only, both subcommand tokens correct.
img-06964	C	minor	altimon: altimon.sh { start | stop } - the start/stop choice content is correct. The diagram appears to draw the choice with a skip/bypass lane (optional) over start/stop; the conversion uses '{ start | stop }'. In this sidecar's BNF dialect '{}' is used both for mandatory grouping and for zero-or-more, so the optional case is arguably covered; bracket-type/optional-marker imprecision only, both subcommand tokens correct.
img-00929	C	match	Lintstring_text_clause: '(' Point_clause { ',' Point_clause } ')' - matches diagram (image's metavariable spelling 'Lintstring' preserved faithfully).
img-02120	C	match	Lintstring_text_clause: '(' Point_clause { ',' Point_clause } ')' - matches diagram (image's metavariable spelling 'Lintstring' preserved faithfully).
img-03245	C	match	Lintstring_text_clause: '(' Point_clause { ',' Point_clause } ')' - matches diagram (image's metavariable spelling 'Lintstring' preserved faithfully).
img-04449	C	match	Lintstring_text_clause: '(' Point_clause { ',' Point_clause } ')' - matches diagram (image's metavariable spelling 'Lintstring' preserved faithfully).
img-05576	C	match	Lintstring_text_clause: '(' Point_clause { ',' Point_clause } ')' - matches diagram (image's metavariable spelling 'Lintstring' preserved faithfully).
img-06805	C	match	Lintstring_text_clause: '(' Point_clause { ',' Point_clause } ')' - matches diagram (image's metavariable spelling 'Lintstring' preserved faithfully).
img-01090	C	match	altierr: altierr { -w keyword_pattern | [ -n ] error_number } - choice and optional -n match diagram.
img-02282	C	match	altierr: altierr { -w keyword_pattern | [ -n ] error_number } - choice and optional -n match diagram.
img-03406	C	match	altierr: altierr { -w keyword_pattern | [ -n ] error_number } - choice and optional -n match diagram.
img-04612	C	match	altierr: altierr { -w keyword_pattern | [ -n ] error_number } - choice and optional -n match diagram.
img-05737	C	match	altierr: altierr { -w keyword_pattern | [ -n ] error_number } - choice and optional -n match diagram.
img-06968	C	match	altierr: altierr { -w keyword_pattern | [ -n ] error_number } - choice and optional -n match diagram.
img-00930	C	match	Linestring_tagged_text_clause: LINESTRING Linestring_text_clause - matches.
img-02121	C	match	Linestring_tagged_text_clause: LINESTRING Linestring_text_clause - matches.
img-03246	C	match	Linestring_tagged_text_clause: LINESTRING Linestring_text_clause - matches.
img-04450	C	match	Linestring_tagged_text_clause: LINESTRING Linestring_text_clause - matches.
img-05577	C	match	Linestring_tagged_text_clause: LINESTRING Linestring_text_clause - matches.
img-06806	C	match	Linestring_tagged_text_clause: LINESTRING Linestring_text_clause - matches.
img-01091	C	match	altipasswd: altipasswd (command name only, no arguments) - matches.
img-02283	C	match	altipasswd: altipasswd (command name only, no arguments) - matches.
img-03407	C	match	altipasswd: altipasswd (command name only, no arguments) - matches.
img-04613	C	match	altipasswd: altipasswd (command name only, no arguments) - matches.
img-05738	C	match	altipasswd: altipasswd (command name only, no arguments) - matches.
img-06969	C	match	altipasswd: altipasswd (command name only, no arguments) - matches.
img-01355	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-01358	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-01361	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-01364	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-01377	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-01380	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-01383	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-01386	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-01389	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-03730	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-03733	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-03736	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-03739	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-03752	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-03755	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-03758	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-03761	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-03764	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-06061	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-06064	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-06067	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-06070	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-06083	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-06086	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-06089	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-06092	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-06095	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-06099	A	match	in_row_clause.gif shows the syntax fragment 'IN ROW integer'. Genuinely redundant: every referencing data-type page (CHAR/VARCHAR/NCHAR/... ) carries an adjacent fenced Syntax block that includes '[IN ROW size]'. Class A (redundant with adjacent syntax block) correct.
img-01354	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-01357	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-01360	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-01363	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-01376	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-01379	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-01382	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-01385	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-01388	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-03729	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-03732	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-03735	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-03738	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-03751	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-03754	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-03757	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-03760	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-03763	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-06060	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-06063	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-06066	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-06069	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-06082	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-06085	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-06088	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-06091	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-06094	A	match	variable_clause.gif shows the FIXED|VARIABLE choice. Redundant with the adjacent fenced Syntax block '[ FIXED | VARIABLE [IN ROW size] ]' on each referencing data-type page. Class A correct.
img-00231	A	match	bigint1.png is a trivial syntax diagram showing 'BIGINT'; adjacent Syntax block is 'BIGINT'. Redundant, class A correct.
img-01365	A	match	bigint1.png is a trivial syntax diagram showing 'BIGINT'; adjacent Syntax block is 'BIGINT'. Redundant, class A correct.
img-02548	A	match	bigint1.png is a trivial syntax diagram showing 'BIGINT'; adjacent Syntax block is 'BIGINT'. Redundant, class A correct.
img-03740	A	match	bigint1.png is a trivial syntax diagram showing 'BIGINT'; adjacent Syntax block is 'BIGINT'. Redundant, class A correct.
img-04878	A	match	bigint1.png is a trivial syntax diagram showing 'BIGINT'; adjacent Syntax block is 'BIGINT'. Redundant, class A correct.
img-06071	A	match	bigint1.png is a trivial syntax diagram showing 'BIGINT'; adjacent Syntax block is 'BIGINT'. Redundant, class A correct.
img-00232	A	match	decimal1.png shows 'DECIMAL [( precision [, scale] )]'; adjacent Syntax block 'DECIMAL [(precision[, scale])]'. Redundant, class A correct.
img-01366	A	match	decimal1.png shows 'DECIMAL [( precision [, scale] )]'; adjacent Syntax block 'DECIMAL [(precision[, scale])]'. Redundant, class A correct.
img-02549	A	match	decimal1.png shows 'DECIMAL [( precision [, scale] )]'; adjacent Syntax block 'DECIMAL [(precision[, scale])]'. Redundant, class A correct.
img-03741	A	match	decimal1.png shows 'DECIMAL [( precision [, scale] )]'; adjacent Syntax block 'DECIMAL [(precision[, scale])]'. Redundant, class A correct.
img-04879	A	match	decimal1.png shows 'DECIMAL [( precision [, scale] )]'; adjacent Syntax block 'DECIMAL [(precision[, scale])]'. Redundant, class A correct.
img-06072	A	match	decimal1.png shows 'DECIMAL [( precision [, scale] )]'; adjacent Syntax block 'DECIMAL [(precision[, scale])]'. Redundant, class A correct.
img-00233	A	match	double1.png is a trivial syntax diagram showing 'DOUBLE'; DOUBLE page Syntax block is 'DOUBLE'. Redundant, class A correct.
img-01367	A	match	double1.png is a trivial syntax diagram showing 'DOUBLE'; DOUBLE page Syntax block is 'DOUBLE'. Redundant, class A correct.
img-02550	A	match	double1.png is a trivial syntax diagram showing 'DOUBLE'; DOUBLE page Syntax block is 'DOUBLE'. Redundant, class A correct.
img-03742	A	match	double1.png is a trivial syntax diagram showing 'DOUBLE'; DOUBLE page Syntax block is 'DOUBLE'. Redundant, class A correct.
img-04880	A	match	double1.png is a trivial syntax diagram showing 'DOUBLE'; DOUBLE page Syntax block is 'DOUBLE'. Redundant, class A correct.
img-06073	A	match	double1.png is a trivial syntax diagram showing 'DOUBLE'; DOUBLE page Syntax block is 'DOUBLE'. Redundant, class A correct.
img-00234	A	match	float1.png shows 'FLOAT [( precision )]'; FLOAT Syntax block 'FLOAT [(precision)]'. Redundant, class A correct.
img-01368	A	match	float1.png shows 'FLOAT [( precision )]'; FLOAT Syntax block 'FLOAT [(precision)]'. Redundant, class A correct.
img-02551	A	match	float1.png shows 'FLOAT [( precision )]'; FLOAT Syntax block 'FLOAT [(precision)]'. Redundant, class A correct.
img-03743	A	match	float1.png shows 'FLOAT [( precision )]'; FLOAT Syntax block 'FLOAT [(precision)]'. Redundant, class A correct.
img-04881	A	match	float1.png shows 'FLOAT [( precision )]'; FLOAT Syntax block 'FLOAT [(precision)]'. Redundant, class A correct.
img-06074	A	match	float1.png shows 'FLOAT [( precision )]'; FLOAT Syntax block 'FLOAT [(precision)]'. Redundant, class A correct.
img-00235	A	match	integer1.png shows 'INTEGER'; adjacent Syntax block 'INTEGER'. Redundant, class A correct.
img-01369	A	match	integer1.png shows 'INTEGER'; adjacent Syntax block 'INTEGER'. Redundant, class A correct.
img-02552	A	match	integer1.png shows 'INTEGER'; adjacent Syntax block 'INTEGER'. Redundant, class A correct.
img-03744	A	match	integer1.png shows 'INTEGER'; adjacent Syntax block 'INTEGER'. Redundant, class A correct.
img-04882	A	match	integer1.png shows 'INTEGER'; adjacent Syntax block 'INTEGER'. Redundant, class A correct.
img-06075	A	match	integer1.png shows 'INTEGER'; adjacent Syntax block 'INTEGER'. Redundant, class A correct.
img-00236	A	match	number1.png shows 'NUMBER [( precision [, scale] )]'; Syntax block 'NUMBER [(precision, scale)]'. Redundant, class A correct.
img-01370	A	match	number1.png shows 'NUMBER [( precision [, scale] )]'; Syntax block 'NUMBER [(precision, scale)]'. Redundant, class A correct.
img-02553	A	match	number1.png shows 'NUMBER [( precision [, scale] )]'; Syntax block 'NUMBER [(precision, scale)]'. Redundant, class A correct.
img-03745	A	match	number1.png shows 'NUMBER [( precision [, scale] )]'; Syntax block 'NUMBER [(precision, scale)]'. Redundant, class A correct.
img-04883	A	match	number1.png shows 'NUMBER [( precision [, scale] )]'; Syntax block 'NUMBER [(precision, scale)]'. Redundant, class A correct.
img-06076	A	match	number1.png shows 'NUMBER [( precision [, scale] )]'; Syntax block 'NUMBER [(precision, scale)]'. Redundant, class A correct.
img-00237	A	match	numberic1.png shows 'NUMERIC [( precision [, scale] )]'; NUMERIC Syntax block 'NUMERIC [(precision, scale)]'. Redundant, class A correct.
img-01371	A	match	numberic1.png shows 'NUMERIC [( precision [, scale] )]'; NUMERIC Syntax block 'NUMERIC [(precision, scale)]'. Redundant, class A correct.
img-02554	A	match	numberic1.png shows 'NUMERIC [( precision [, scale] )]'; NUMERIC Syntax block 'NUMERIC [(precision, scale)]'. Redundant, class A correct.
img-03746	A	match	numberic1.png shows 'NUMERIC [( precision [, scale] )]'; NUMERIC Syntax block 'NUMERIC [(precision, scale)]'. Redundant, class A correct.
img-04884	A	match	numberic1.png shows 'NUMERIC [( precision [, scale] )]'; NUMERIC Syntax block 'NUMERIC [(precision, scale)]'. Redundant, class A correct.
img-06077	A	match	numberic1.png shows 'NUMERIC [( precision [, scale] )]'; NUMERIC Syntax block 'NUMERIC [(precision, scale)]'. Redundant, class A correct.
img-00238	A	match	real1.png shows 'REAL'; adjacent Syntax block 'REAL'. Redundant, class A correct.
img-01372	A	match	real1.png shows 'REAL'; adjacent Syntax block 'REAL'. Redundant, class A correct.
img-02555	A	match	real1.png shows 'REAL'; adjacent Syntax block 'REAL'. Redundant, class A correct.
img-03747	A	match	real1.png shows 'REAL'; adjacent Syntax block 'REAL'. Redundant, class A correct.
img-04885	A	match	real1.png shows 'REAL'; adjacent Syntax block 'REAL'. Redundant, class A correct.
img-06078	A	match	real1.png shows 'REAL'; adjacent Syntax block 'REAL'. Redundant, class A correct.
img-00239	A	match	smallint1.png shows 'SMALLINT'; SMALLINT Syntax block 'SMALLINT'. Redundant, class A correct.
img-01373	A	match	smallint1.png shows 'SMALLINT'; SMALLINT Syntax block 'SMALLINT'. Redundant, class A correct.
img-02556	A	match	smallint1.png shows 'SMALLINT'; SMALLINT Syntax block 'SMALLINT'. Redundant, class A correct.
img-03748	A	match	smallint1.png shows 'SMALLINT'; SMALLINT Syntax block 'SMALLINT'. Redundant, class A correct.
img-04886	A	match	smallint1.png shows 'SMALLINT'; SMALLINT Syntax block 'SMALLINT'. Redundant, class A correct.
img-06079	A	match	smallint1.png shows 'SMALLINT'; SMALLINT Syntax block 'SMALLINT'. Redundant, class A correct.
img-00227	A	match	CHAR syntax-diagram jpg shows 'CHAR [(size)] [FIXED|variable_clause]' + variable_clause; adjacent Syntax block 'CHAR [(size)] [ FIXED | VARIABLE [IN ROW size] ]'. Redundant, class A correct.
img-02544	A	match	CHAR syntax-diagram jpg shows 'CHAR [(size)] [FIXED|variable_clause]' + variable_clause; adjacent Syntax block 'CHAR [(size)] [ FIXED | VARIABLE [IN ROW size] ]'. Redundant, class A correct.
img-04874	A	match	CHAR syntax-diagram jpg shows 'CHAR [(size)] [FIXED|variable_clause]' + variable_clause; adjacent Syntax block 'CHAR [(size)] [ FIXED | VARIABLE [IN ROW size] ]'. Redundant, class A correct.
img-00228	A	match	VARCHAR syntax-diagram jpg + variable_clause; adjacent Syntax block 'VARCHAR [(size)] [ FIXED | VARIABLE [IN ROW size] ]'. Redundant, class A correct.
img-02545	A	match	VARCHAR syntax-diagram jpg + variable_clause; adjacent Syntax block 'VARCHAR [(size)] [ FIXED | VARIABLE [IN ROW size] ]'. Redundant, class A correct.
