ref_id	class	decided_by	rationale	raster_readable
img-04517	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04518	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04519	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04520	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04521	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04522	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04523	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-04524	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-04525	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04526	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-04527	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04528	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04529	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04530	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04531	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04532	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04533	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04534	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04535	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04536	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04537	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04538	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04539	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04540	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04541	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04542	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04543	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04544	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04545	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04546	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04547	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04548	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-04549	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04550	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04551	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04552	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04553	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04554	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04555	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04556	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04557	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04558	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04559	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04560	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-04561	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-04562	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04563	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04564	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04565	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04566	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04567	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04568	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04569	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04570	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04571	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04572	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04573	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04574	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04575	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04576	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04577	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04578	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04579	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04580	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04581	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04582	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04583	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04584	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04585	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04586	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04587	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04588	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04589	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04590	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04591	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04592	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04593	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04594	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04595	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04596	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04597	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04598	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04599	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04600	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04601	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04602	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04603	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04604	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04605	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04606	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04607	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04608	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-04609	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04610	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04611	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04612	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04613	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04614	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04615	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04616	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04617	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04618	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04619	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04620	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04621	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04622	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04623	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04624	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04625	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04626	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04627	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04628	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04629	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04630	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04631	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04632	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04633	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04634	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04635	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04636	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04637	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04638	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04639	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04640	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04641	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04642	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04643	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04644	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04645	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04646	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04647	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04648	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04649	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04650	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04651	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04652	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04653	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04654	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04655	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04656	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04657	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04658	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04659	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04660	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04661	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04662	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04663	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04664	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04665	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04666	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04667	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04668	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04669	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04670	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04671	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04672	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04673	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04674	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04675	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04676	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04677	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04678	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04679	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04680	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04681	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04682	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04683	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04684	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04685	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04686	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04687	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04688	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04689	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04690	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04691	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04692	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04693	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04694	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04695	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04696	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04697	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04698	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04699	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04700	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04701	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04702	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04703	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04704	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04705	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04706	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04707	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04708	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04709	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04710	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04711	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04712	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04713	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04714	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04715	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04716	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04717	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04718	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04719	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04720	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04721	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04722	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04723	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04724	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04725	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04726	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04727	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04728	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04729	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04730	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04731	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04732	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04733	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04734	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04735	E	vision	decision flowchart: index-type classification by YES/No decision diamonds	yes
img-04736	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04737	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04738	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04739	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04740	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04741	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04742	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04743	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04744	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04745	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04746	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04747	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04748	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04749	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04750	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04751	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04752	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04753	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04754	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04755	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04756	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04757	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04758	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04759	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04760	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04761	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04762	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04763	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04764	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04765	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04766	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04767	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04768	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04769	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04770	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04771	E	vision	process flowchart: troubleshooting procedure (check log -> judge -> collect -> analyse)	yes
img-04772	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04773	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04774	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04775	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04776	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04777	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04778	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04779	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04780	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04781	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04782	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04783	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04784	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04785	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04786	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04787	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04788	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04789	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04790	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04791	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04792	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04793	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04794	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04795	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04796	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04797	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04798	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04799	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04800	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04801	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04802	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04803	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04804	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04805	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04806	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04807	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04808	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04809	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04810	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04811	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04812	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04813	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04814	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04815	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04816	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04817	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04818	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04819	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04820	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04821	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04822	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04823	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04824	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04825	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04826	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04827	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04828	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04829	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04830	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
